;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032
2006-11-30;1,007998;1,020243;4,482369;1,029238;-3,22525;-7,459326
2006-12-31;0,954643;1,001375;-0,360115;1,089962;-17,38537;-4,724565
2007-01-31;1,062628;1,041547;-0,035444;0,898086;0,179996;-1,517841
2007-02-28;0,917068;0,911799;-9,111776;0,908083;2,705888;-9,586617
2007-03-31;1,038186;1,002049;-0,16911;1,097375;15,001019;1,894392
2007-04-30;0,993505;0,993959;-3,258264;0,993912;12,471653;7,527944
2007-05-31;1,037686;1,044452;0,018306;0,956596;10,495055;9,849839
2007-06-30;0,956411;0,990495;-2,105208;1,102205;9,337795;7,420838
2007-07-31;0,967529;0,979549;1,168483;1,015046;-35,838573;8,048835
2007-08-31;1,046638;0,998894;5,099356;0,827321;-1,545537;-3,029471
2007-09-30;0,945745;0,933659;-2,759588;1,046448;2,350011;-8,923993
2007-10-31;1,090925;1,093358;8,458863;1,041058;5,428856;0,633524
2007-11-30;0,999189;1,013566;2,728262;1,024504;-2,435444;-7,193419
2007-12-31;0,964599;1,007368;0,528767;1,089489;-16,416045;-4,534928
2008-01-31;1,047815;1,036433;-0,543551;0,90087;-0,496714;-1,310454
2008-02-29;0,956702;0,951604;-7,183025;0,913434;2,284476;-5,560472
2008-03-31;1,022673;0,965881;-2,60361;1,08497;13,408549;-1,818564
2008-04-30;1,024901;1,043382;-0,560264;1,0018;11,947645;11,873911
2008-05-31;0,980039;0,993763;-2,095029;0,952801;10,580404;4,185656
2008-06-30;0,968426;0,990729;-3,34475;1,096886;9,707385;6,17935
2008-07-31;1,004202;1,020745;4,609672;1,016401;-33,82473;11,827723
2008-08-31;0,962563;0,925021;0,124982;0,823564;-2,916865;-8,773358
2008-09-30;1,044402;1,018099;-0,109373;1,051571;2,388057;-1,634757
2008-10-31;1,065349;1,075706;7,81266;1,051874;6,329343;0,489612
2008-11-30;0,925161;0,940293;-1,162493;1,017906;-1,331041;-13,232897
2008-12-31;1,065146;1,110211;4,52151;1,091815;-14,778169;3,266316
2009-01-31;0,988207;0,983793;-0,378178;0,90254;-2,07788;-5,364178
2009-02-28;0,914431;0,909478;-7,24427;0,918807;0,593025;-9,2224
2009-03-31;1,055297;1,015903;-0,353405;1,079234;12,296174;2,4743
2009-04-30;1,026015;1,021408;-1,095394;1,003799;9,855917;9,783155
2009-05-31;0,94728;0,960266;-4,30206;0,944527;11,051944;0,592901
