;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032
2010-08-31;105,889481;97,61433;104,945222;94,05694;88,623173;83,817975
2010-09-30;106,235764;98,401404;105,078044;118,509128;102,288444;85,80919
2010-10-31;107,277601;104,411628;109,035607;115,273626;97,578582;90,209805
2010-11-30;101,176052;97,801386;106,662799;117,199937;106,551217;83,565442
2010-12-31;107,863447;109,36327;106,037116;128,35601;91,783912;100,068655
2011-01-31;108,063271;101,986205;107,328513;104,615595;99,609705;91,071717
2011-02-28;98,925976;93,005525;96,903302;106,608888;96,30099;83,96864
2011-03-31;112,884743;102,507068;112,819728;123,449142;111,557442;96,246199
2011-04-30;104,523659;99,014395;105,355265;108,565303;93,926317;97,778362
2011-05-31;112,372451;104,576968;112,33792;126,087718;108,320205;101,843963
2011-06-30;100,995361;97,217334;106,766235;127,625304;107,730728;93,334469
2011-07-31;104,356821;97,837493;109,440625;110,098288;54,864281;102,893812
2011-08-31;107,620079;96,498391;117,041753;98,200914;102,922747;91,081362
2011-09-30;102,883326;100,364212;111,502989;127,183545;102,220271;90,27945
2011-10-31;106,686585;105,051935;113,950389;120,526146;102,891739;94,140643
2011-11-30;102,712587;97,565306;113,253203;119,302601;105,327548;85,167751
2011-12-31;104,523465;111,895174;106,373554;120,100059;89,210716;99,457256
2012-01-31;102,749745;100,445604;107,844684;108,381732;95,781295;88,6362
2012-02-29;94,672741;90,3103;104,885054;113,093746;98,105995;83,914498
2012-03-31;108,504513;102,867629;108,473993;120,706384;112,045436;107,37692
2012-04-30;102,535436;98,215196;101,02856;108,382135;107,088539;98,38859
2012-05-31;100,71493;96,322663;107,689433;103,149594;110,31147;95,277497
2012-06-30;101,897079;99,641081;104,83478;118,479888;107,41502;101,207145
2012-07-31;96,567189;98,523058;108,14132;114,926272;82,257963;102,010467
2012-08-31;100,376534;94,595298;111,367587;91,382083;100,543269;89,07676
2012-09-30;100,484018;97,332674;101,248777;111,616341;90,021118;93,059717
2012-10-31;104,477664;104,518423;118,271903;124,030215;111,189939;96,196157
2012-11-30;97,12952;99,805054;109,311236;111,30974;103,320167;90,693947
2012-12-31;99,613004;106,955227;101,139265;115,067471;87,319965;85,804993
2013-01-31;99,606684;99,822952;109,252774;99,432546;107,507708;94,577301
2013-02-28;91,849515;92,531817;95,047564;98,648894;94,547438;89,047959
2013-03-31;103,004237;103,248754;103,374574;110,696661;106,44993;103,98776
2013-04-30;97,54235;97,28622;103,912374;105,994634;111,167571;109,552995
2013-05-31;98,247443;96,343641;104,146796;99,08868;95,175558;102,161339
2013-06-30;95,853642;98,339014;96,506458;108,088763;103,423814;105,087924
2013-07-31;97,418914;97,073729;109,10901;114,586529;50,493949;109,201698
2013-08-31;95,389734;97,309646;105,94491;81,626802;101,272468;91,142258
2013-09-30;96,701665;96,867657;102,017219;106,756402;96,66937;88,290051
2013-10-31;101,954799;102,232874;114,961662;116,67025;105,210044;97,199151
2013-11-30;94,228063;95,264086;104,796077;102,918115;88,403001;92,005643
2013-12-31;97,515166;99,63243;103,929946;117,315171;79,288071;90,336513
2014-01-31;99,62159;94,562099;104,469904;90,740583;93,590812;98,475037
2014-02-28;90,901406;87,605833;96,128639;90,167533;94,206386;93,673523
2014-03-31;101,892771;94,316496;99,17382;100,875409;102,604019;103,184012
2014-04-30;99,44885;98,684527;103,025551;104,367073;114,342328;106,852883
2014-05-31;96,665708;98,227276;100,981201;90,397832;100,04317;101,401633
2014-06-30;96,075233;99,666938;100,246415;107,672344;106,234164;112,193005
2014-07-31;96,020958;96,784769;105,412333;104,05732;72,984642;113,351266
2014-08-31;97,616233;95,574369;100,13667;76,237469;85,901565;92,354566
2014-09-30;97,487835;98,01919;103,379403;106,777718;95,988191;97,118139
2014-10-31;103,920924;102,350636;111,528318;111,642953;106,427321;104,343206
2014-11-30;97,781841;97,18522;100,198731;97,040741;104,272325;105,456208
2014-12-31;98,930762;104,902639;105,947862;113,463093;89,552232;96,888214
2015-01-31;101,593461;98,249967;97,595793;89,207383;96,23519;103,487238
2015-02-28;91,00089;88,639911;88,735584;88,542372;96,407556;94,628675
2015-03-31;108,754377;101,809221;96,540534;103,4;106,842743;109,620337
2015-04-30;98,085568;99,803939;101,899663;104,588491;115,772834;112,87412
2015-05-31;95,84114;96,591678;94,06748;90,017857;109,771197;101,33975
2015-06-30;102,043673;101,367851;101,407202;107,949732;115,800058;118,113975
2015-07-31;94,361097;97,927201;105,516135;109,097101;87,5881;101,474163
2015-08-31;101,439688;101,569798;99,360527;85,526123;95,23861;96,079631
2015-09-30;103,67787;99,166007;100,962306;106,854745;93,323935;91,174997
2015-10-31;103,14046;105,809826;107,719477;101,324744;96,960467;88,042199
2015-11-30;97,598552;100,587369;101,846304;96,656509;97,251274;87,086183
2015-12-31;102,054374;107,906009;104,348995;116,834942;88,808036;96,317849
2016-01-31;103,253695;99,197038;95,103046;89,98989;96,949186;94,508177
2016-02-29;93,981457;87,106051;95,286696;95,319246;96,051048;86,568382
2016-03-31;104,164601;98,40505;100,518462;108,905122;105,213987;95,870723
2016-04-30;103,467419;96,403265;93,202169;98,724466;106,873625;110,201869
2016-05-31;103,261442;94,610954;97,335392;97,269699;109,337044;106,276762
2016-06-30;100,14159;91,723731;100,471746;111,619431;116,732376;106,905526
2016-07-31;97,519185;90,650801;96,405368;97,817071;73,236392;103,11487
2016-08-31;99,561609;95,196001;102,899219;88,917651;103,942372;101,047041
2016-09-30;101,628714;99,741226;98,99784;105,559407;99,759363;103,123742
2016-10-31;102,909076;102,617309;103,91513;97,778683;103,233882;101,574393
2016-11-30;97,184086;95,390285;101,951371;98,193393;96,608633;95,816275
