;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032
2005-08-31;110,344701;105,955048;107,082335;78,273766;103,171023;77,781824
2005-09-30;107,112853;104,990488;102,752229;99,977193;108,14374;80,282285
2005-10-31;104,019234;102,273835;104,353173;88,813835;97,781783;73,77523
2005-11-30;107,59914;107,450763;107,985453;95,802882;96,165494;77,322955
2005-12-31;106,799283;109,183425;101,901663;102,17339;83,31684;79,886007
2006-01-31;105,352798;100,894757;99,447424;80,582552;99,237757;80,499665
2006-02-28;96,069695;92,354856;92,905764;81,008534;101,367852;73,480874
2006-03-31;114,474143;104,092744;104,576383;104,928061;119,318488;90,127031
2006-04-30;99,377195;84,143331;93,800658;87,672947;110,398603;89,282235
2006-05-31;108,030811;93,01907;103,564479;91,342554;113,974223;95,849516
2006-06-30;102,373839;92,917114;103,206153;100,798726;108,327753;102,109169
2006-07-31;92,727137;87,56076;102,369933;98,472231;66,194467;89,501033
2006-08-31;108,794307;98,836458;109,434158;78,098578;102,94011;79,921845
2006-09-30;101,242298;99,406844;99,963347;95,56163;103,367497;77,442905
2006-10-31;106,236291;104,564794;106,519169;93,351661;102,777816;78,65722
2006-11-30;104,837858;101,833833;107,13372;98,398213;98,770653;76,211656
2006-12-31;99,973336;98,809527;101,407187;99,48067;81,121078;82,017614
2007-01-31;109,426498;102,909419;103,881012;86,804613;106,900245;82,673531
2007-02-28;96,908006;91,670291;92,398305;86,67052;108,452827;77,907868
2007-03-31;109,904723;100,217856;102,867517;106,747915;121,387927;92,521227
2007-04-30;105,300916;98,39232;99,698649;94,239266;118,666975;98,953984
2007-05-31;108,482875;101,181494;103,499641;92,488961;115,404667;96,776089
2007-06-30;101,279161;100,878957;99,979308;102,380202;110,027351;100,292169
2007-07-31;103,07619;101,436726;102,465385;90,823712;61,053017;98,391893
2007-08-31;109,807692;100,115919;109,64098;77,59886;102,281441;83,337802
2007-09-30;98,652623;93,509469;97,760539;92,257219;99,793172;84,987312
2007-10-31;113,526789;109,97337;112,748956;104,782385;115,362755;96,618397
2007-11-30;102,892875;102,743396;106,241925;101,042158;101,424598;90,235009
2007-12-31;97,912653;100,111664;100,937046;104,62662;85,317319;84,328569
2008-01-31;106,190795;103,885544;100,912495;105,429146;108,564532;89,557628
2008-02-29;98,315664;95,449014;95,780493;101,582119;112,024797;82,092933
2008-03-31;99,758152;96,157819;97,014361;112,930647;115,622353;83,69511
2008-04-30;106,571008;104,73311;102,874404;110,217818;122,894419;95,343962
2008-05-31;100,594677;98,273286;100,051015;104,274495;111,440715;92,147194
2008-06-30;97,882466;98,758365;98,180289;114,032018;104,834965;84,502845
2008-07-31;104,449582;102,273342;107,339287;111,777907;66,557217;98,727868
2008-08-31;98,194267;89,143187;99,508887;86,244564;98,428971;78,180438
2008-09-30;107,28406;98,927169;103,85357;110,8984;109,155929;82,554779
2008-10-31;109,871854;103,421319;111,114169;116,501511;111,821277;87,62072
2008-11-30;94,466374;89,460487;99,154975;100,652501;93,074089;72,627169
2008-12-31;109,493827;106,545275;109,867585;116,383903;86,587613;94,441677
2009-01-31;101,99123;93,740918;103,546497;95,099588;88,428466;81,330516
2009-02-28;92,156994;85,904406;96,946213;97,990778;96,951322;80,88982
2009-03-31;106,046277;96,350919;103,128024;111,273856;103,303932;90,450771
2009-04-30;103,402562;99,384399;103,373324;114,016286;100,742128;98,626608
2009-05-31;95,716312;93,476066;97,915496;97,677861;108,108467;88,199314
2009-06-30;102,678673;99,0134;100,328918;117,722669;112,987743;95,932508
2009-07-31;99,635539;97,484016;113,493397;108,721388;64,822766;98,816154
2009-08-31;99,544782;90,40403;105,182712;84,764777;80,550587;83,526085
2009-09-30;106,335843;98,212052;104,204638;118,787914;88,648578;91,633543
2009-10-31;103,122861;100,112586;109,50004;114,430563;97,779279;86,263194
2009-11-30;99,732474;96,980064;104,596134;114,162447;93,954284;80,937873
2009-12-31;107,116269;108,296293;110,006819;119,067842;74,881014;92,735472
2010-01-31;98,128497;90,272553;102,606839;97,116436;85,581516;81,000366
2010-02-28;92,633889;88,894261;95,318476;101,979372;86,252532;80,033227
2010-03-31;115,343368;104,506508;108,256771;124,680372;106,937577;93,961868
2010-04-30;101,813485;97,931428;100,814494;109,254395;102,495259;103,477498
2010-05-31;99,462387;96,255671;100,931169;104,905476;108,622391;90,104749
2010-06-30;107,172295;104,17407;103,51979;122,68232;110,910971;101,130355
2010-07-31;98,015722;94,669879;107,06675;109,203518;61,714227;103,421065
2010-08-31;106,19491;97,702275;104,945222;94,05694;88,623173;83,962219
2010-09-30;108,549916;100,288085;105,078044;118,509128;102,288444;87,179861
2010-10-31;101,493521;99,397352;109,035607;115,273626;97,578582;86,471481
2010-11-30;104,662165;100,802436;106,662799;117,199937;106,551217;85,933094
2010-12-31;111,205906;112,449015;106,037116;128,35601;91,783912;102,495638
2011-01-31;103,061978;97,185079;107,328513;104,615595;99,609705;86,715972
2011-02-28;98,050525;92,182468;96,903302;106,608888;96,30099;83,28999
2011-03-31;115,810561;106,625119;112,819728;123,449142;111,557442;99,545631
2011-04-30;103,318212;97,064227;105,355265;108,565303;93,926317;96,263448
2011-05-31;112,69658;104,671186;112,33792;126,087718;108,320205;101,988207
2011-06-30;103,19536;99,081312;106,766235;127,625304;107,730728;94,70514
2011-07-31;98,730221;93,138933;109,440625;110,098288;54,864281;99,155488
2011-08-31;113,303251;100,808525;117,041753;98,200914;102,922747;94,38015
2011-09-30;104,222497;101,815025;111,502989;127,183545;102,220271;91,775298
2011-10-31;101,749007;100,106486;113,950389;120,526146;102,891739;89,784898
2011-11-30;106,31311;100,926278;113,253203;119,302601;105,327548;88,027649
2011-12-31;102,406103;110,298367;106,373554;120,100059;89,210716;98,381877
2012-01-31;103,046118;100,5361;107,844684;108,381732;95,781295;88,780443
2012-02-29;98,910313;93,965408;104,885054;113,093746;98,105995;86,881585
2012-03-31;106,405277;101,39965;108,473993;120,706384;112,045436;106,301541
