;period;start;end;n;missing;start;end;n;log;adjust;lp;ntd;nmh;td-derived;td-ftest;easter;nout;noutao;noutls;nouttc;noutso;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;out(27);;;out(28);;;out(29);;;out(30);;;out(31);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF2899;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;1;;;0;0;;;;4;0;1;3;0;;TC (8-2014);-0,449438;-6,1023;TC (3-2020);-0,43034;-5,8101;TC (7-2012);0,299448;4,066;LS (1-2009);-0,302863;-5,1754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;10;381,027813459;-1565,545557737;3,245314423;3151,091115474;3151,667031704;3190,829211592;-4,659792572;0,091931168;0,090872424;0,862513;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,137858;0,2645;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,220469;0,3723;2,202324;41,349977;Chi2 with 19 degrees of freedom ;40,695096;0,0026;1,87607;39,71659;39,441414;1,809577;0,279799;65,045375;-0,7476;32,47363;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,167449;0,088058;0,076268;;-0,743775;;-0,661466;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,064205224;0,279730804;0,06397113;0;0,523841443;0,931748602;3254,884285137;3291,271506797;0,599691446;0,080257596;0,611745421;0;0;0;0;0;AT.aT.AT.AT.aT.AT;Present;0,680986173;0;0,50667386;0,391396079;0,63229054;0,639637933;0,564547249;--.--.--.--.--.--;None;None;0,000986325;0,501990458;0,841472247;1;0,993527906;0,685164885;--.--.--.--.--.--;None;None;0,050164756;0,839862893;0,913284487;1;0,99986635;0,650698981;0,797558724;--.--.--.--.--.--;None;None;0,000000192;0,89560697;-0,307740353;0,000020678;0,000226289;0,004438886;0,000201717;0,000701347;0,000029879;4,481065727;5,340953619;4,478712207;6,714722731;7,599367094;2,561286363;5,074550755;5,570435931;4,926437973;3,566405067;2,457462984;6,315740696;5,320118035;5,4777335;3,00199302;13 terms Henderson moving average;3x5;1,303956037;0,550355297;1,186651147;0,51881565;1,855322784;0,191484883;0,304789678;0,753034507;0,287003371;0,479712229;0,433159966;0,738518729;0,761774883;Good;0;Uncertain;0,011;Good;Good;Good;0,332;Bad;0,002;Severe;0;Good;0,244;Good;0,01;Uncertain;0,08;Good;0,612;Good;0,739;Good;0,762;;;;;;;Good;1;Good;1;Good;0,854;Good;0,713;Good;0,969;Good;0,959;Good;0,944;Severe;0;Severe;0;Severe
RF2910;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;0;;;0;0;;;;3;1;1;1;0;;TC (4-2020);-134,876073;-11,6854;AO (3-2020);-70,967517;-6,1247;LS (11-2008);-57,283102;-5,7456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;9;-1578,8072114;-1578,8072114;69062,150089386;3175,6144228;3176,08439669;3211,378709307;5,290556759;13,393364328;13,25634421;0,353568;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,166823;0,177;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,126834;0,6078;2,0976;60,42602;Chi2 with 19 degrees of freedom ;35,106875;0,0136;3,343332;57,695886;33,75763;3,224834;-0,919338;1,870917;0,079541;10,637897;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,353489;-0,298998;-0,2416;;-0,999989;;-0,654625;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,057547525;0,461628436;0,027495252;0;0,456928996;1,003600209;3950,968733909;3299,142286799;0,894401436;0,196728285;0,27115559;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,00061282;0;0,989043391;0,18793374;0,97671388;0,943292988;0,986543037;--.--.--.--.--.--;None;None;0,05319727;0,989170958;0,251233709;0,202136518;0,998672566;0,224564217;-t.--.--.--.--.--;None;None;0,481814191;0,252593155;0,494219038;0,203823591;0,999982412;0,99331612;0,276979104;--.--.--.--.--.--;None;None;0,001343007;0,376425958;-0,484496334;0;0,000001482;0;0,000254127;0;0,00075266;4,5888668;4,610486902;4,420312229;5,015996358;5,33940694;4,832460095;3,946163154;6,158851896;4,281842154;5,184055063;2,685818534;4,043670167;4,304566922;6,320544437;3,716054642;13 terms Henderson moving average;3x5;0,416110216;0,204161396;1,002193053;0,350963528;0,848322946;0,168124892;0,150158628;0,396693626;0,084654568;0,400157116;0,366713014;0,393890908;0,417340623;Good;0;Good;0,001;Good;Good;Good;0,35;Bad;0;Severe;0;Good;0,255;Good;0,007;Good;0,197;Good;0,271;Good;0,394;Good;0,417;;;;;;;Good;0,204;Good;0,094;Good;0,582;Good;0,635;Good;0,771;Good;0,922;Good;0,803;Severe;0;Severe;0;Severe
RF2920;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;0;;;0;0;;;;7;2;3;2;0;;TC (3-2020);-57,171622;-9,0302;LS (1-2009);-30,692313;-5,2273;AO (4-2020);-34,364019;-5,4463;LS (1-1991);25,603971;4,1644;TC (10-2007);28,853429;4,8232;AO (12-2007);-25,608826;-4,2763;LS (11-2008);-24,802131;-4,2407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;13;-1348,38141778;-1348,38141778;21512,744856162;2722,76283556;2723,723257724;2774,422360514;4,184997611;7,514246287;7,398635604;1,002987;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;0,178103;0,1495;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;5,252088;0;54,12566;55,88761;Chi2 with 19 degrees of freedom ;50,10209;0,0001;5,337691;53,356044;48,148724;5,148507;-1,878648;14,298467;-1,539073;20,591088;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,402655;-0,243081;-0,30119;;-1;;-0,605084;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,040291409;0,29444668;0,013639785;0;0,637125201;0,985503075;2920,366496228;2915,248626419;0,30066366;0,915016903;0,594833646;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,000781981;0;0,997388151;0,069332227;0,997749543;0,959360146;0,991002732;--.--.--.--.--.--;None;None;0,01253209;0,997322758;0,973060506;0,616790444;0,99921139;0,984779145;--.--.--.--.--.--;None;None;0,002534716;0,972478912;0,990819071;0,354090164;1;0,999374914;0,995510315;--.--.--.--.--.--;None;None;0,000006094;0,982031335;-0,427533117;0;0,000011902;0,000000283;0,000799624;0,000013844;0,000639622;3,598509746;3,855652255;3,575324501;4,686777905;4,407017243;3,266919252;3,791987021;6,168505581;3,921626401;4,609689106;1,296738023;4,838038973;3,616950976;2,961269208;4,762429336;13 terms Henderson moving average;3x5;0,216857848;0,142846171;0,674682847;0,122074271;0,700177025;0,1698702;0,143205354;0,385820577;0,087160858;0,305525368;0,286129449;0,291191439;0,309526248;Good;0;Good;0,002;Good;Good;Bad;0;Bad;0;Severe;0;Good;0,853;Good;0,017;Good;0,915;Good;0,595;Good;0,291;Good;0,31;;;;;;;Good;0,354;Good;0,239;Good;0,773;Good;0,647;Good;0,748;Good;0,678;Good;0,632;Severe;0;Severe;0,001;Severe
RF2931;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;1;;;0;0;;;;7;4;0;3;0;;TC (4-2020);-1,43175;-21,8484;AO (12-2008);-0,4193;-5,987;TC (6-2020);0,469075;7,3293;TC (11-2008);-0,308328;-4,547;AO (3-2020);-0,369605;-5,3124;AO (12-2012);-0,275162;-4,3391;AO (8-1996);0,258386;4,0773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;13;439,546330684;-1232,854711748;2,395919149;2491,709423497;2492,66984566;2543,368948451;-4,917636276;0,079300074;0,07808;-0,342081;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,049176;0,6906;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,926902;0,0002;13,67566;55,02254;Chi2 with 19 degrees of freedom ;43,832347;0,001;1,298542;52,535416;42,443036;1,252517;-2,837957;15,471267;-1,592895;151,922396;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,32488;-0,299079;-0,320359;;-0,999997;;-0,655625;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,125408127;0,538873499;0,056662381;0;0,261647702;0,982591708;2832,027243046;2848,604814933;0,691389938;0,284961146;0,00436012;0;0;0,000053171;0;0;At.AT.AT.aT.AT.AT;Present;0,945092519;0;0,892763236;0,522426578;0,940720648;0,918968062;0,877001495;--.--.--.--.--.--;None;None;0,000036706;0,89434866;0,790022513;0,995179702;0,998274262;0,76934626;--.--.--.--.--.--;None;None;0,000012084;0,786629321;0,974389913;0,931242548;0,999999998;0,957117111;0,961011413;--.--.--.--.--.--;None;None;0;0,927135008;-0,473766903;0;0,00062484;0;0,000469492;0;0,000672691;4,395212026;4,612623607;4,209146305;4,40023988;2,827602615;4,720309706;5,643135865;4,144451728;4,848813904;4,365437089;2,448655627;4,765538648;5,193902573;4,440149705;4,999122059;13 terms Henderson moving average;3x5;0,40983947;0,198699687;0,940411642;0,015259284;0,816701626;0,083658522;0,173595609;0,607261964;0,174715684;0,504010085;0,469002337;0,381211992;0,403769693;Good;0;Good;0,007;Good;Good;Bad;0,001;Bad;0;Severe;0;Good;0,333;Good;0,017;Good;0,285;Bad;0,004;Good;0,381;Good;0,404;;;;;;;Good;0,931;Good;0,832;Good;0,297;Good;0,337;Good;0,751;Good;0,943;Good;0,883;Severe;0,001;Severe;0;Severe
RF2932;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;0;;;0;0;;;;3;1;0;2;0;;TC (4-2020);-118,282392;-15,3883;AO (3-2020);-55,263772;-7,3607;TC (11-2008);-45,331201;-6,3748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;9;-1428,311968702;-1428,311968702;32575,822551672;2874,623937404;2875,093911295;2910,388223911;4,539120308;9,198506733;9,104401887;-0,401308;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,311085;0,0118;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,671905;0,0065;9,527996;71,495449;Chi2 with 19 degrees of freedom ;105,493211;0;0,757325;68,414543;102,866578;0,730483;-3,797267;24,025097;-1,936294;21,818331;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,424111;-0,269357;-0,230641;;-0,994642;;-0,496754;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,106726624;0,742216313;0,031026654;0;0,12716686;1,007136451;3395,494479651;3055,370220891;0,63495878;0,123121971;0,242680847;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0;0;0,999992797;0,684776621;0,997536455;0,977608512;0,999984113;--.--.--.--.--.--;None;None;0;0,999993206;0,988600497;0,96183219;0,999824832;0,986148103;--.--.--.--.--.--;None;None;0,000005007;0,988137022;0,995318434;0,960862151;0,999999997;0,849887485;0,986996712;--.--.--.--.--.--;None;None;0;0,998388614;-0,432384636;0;0,000000001;0,000000004;0,000000277;0,000000007;0,000000534;3,227930279;3,33074651;3,194911817;7,062414083;6,017458701;4,827992555;2,877478073;5,787882762;3,51883236;5,140285371;0,911009969;2,789186262;3,033170756;5,028405161;2,054126978;13 terms Henderson moving average;3x3;0,155481362;0,05515586;0,425470912;0,701927056;0,574987823;0,322035273;0,206588115;0,5907753;0,058936535;0,565705972;0,475827717;0,342102482;0,382057075;Good;0;Good;0,003;Good;Good;Bad;0,009;Bad;0;Severe;0;Good;0,366;Good;0,007;Good;0,123;Good;0,243;Good;0,342;Good;0,382;;;;;;;Good;0,961;Good;0,818;Good;0,777;Good;0,732;Good;0,928;Good;0,75;Good;0,991;Severe;0;Severe;0;Severe
RF3011;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;1;;;0;0;;;;2;1;1;0;0;;AO (4-2020);-0,681368;-7,6624;LS (4-2010);0,407071;6,2807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;6;310,846045815;-1297,384793294;4,665075594;2606,769586587;2606,987203167;2630,612444258;-4,357702906;0,109651223;0,108951463;-0,213608;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,047668;0,6997;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,937448;0,0001;13,931322;21,902421;Chi2 with 21 degrees of freedom ;50,275357;0,0003;0;21,149293;49,012687;0;-2,478216;38,905481;-3,18102;2696,266102;(0,1,1)(1,1,1);0;0;1;1;1;1;1;;;;-0,26336;-0,738099;;-0,722579;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,030273302;0,572067379;0,040232668;0;0,351405984;0,993979333;2686,6973196;2754,485172199;0,962985402;0,429070475;0,041987925;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,000000075;0;0,914135386;1;0,903979775;0,894263051;0,911696336;--.--.A-.--.A-.--;None;None;0,000007763;0,913031334;0,596596505;1;0,982180361;0,682470745;--.--.--.--.--.--;None;None;0,0000931;0,593682621;0,639820936;0,948033321;0,999950541;0,836182852;0,559786422;--.--.--.--.--.--;None;None;0,000000436;0,741384585;-0,471457024;0,009271118;0,000027871;0,04739771;0,002564866;0,075456575;0,000089431;5,361064711;8,482723629;3,565191651;4,304028383;5,274113223;4,389965172;2,68124452;6,358410995;2,806205422;2,205143914;2,589675458;3,55705089;3,830776521;6,278411459;3,170104364;23-Henderson;3x5;0,289164349;0,203668094;1,571714578;0,610371353;1,689671729;0,17392334;0,273992936;0,583444206;0,178021401;0,541265017;0,491322677;0,604502144;0,654043431;Good;0;Uncertain;0,016;Good;Bad;Bad;0,001;Good;0,405;Bad;0,005;Good;0,62;Good;0,005;Good;0,429;Uncertain;0,042;Good;0,605;Good;0,654;;;;;;;Good;0,948;Good;0,952;Good;0,979;Good;0,901;Good;0,716;Good;0,686;Good;0,589;Severe;0;Bad;0,003;Severe
RF3012;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;1;;;0;0;;;;16;11;2;3;0;;AO (4-2020);-1,470892;-21,8459;AO (1-2009);-0,824081;-12,7167;TC (3-2020);-0,559027;-8,2966;AO (8-2021);-0,551193;-8,5111;TC (5-2009);-0,466503;-7,236;LS (11-2008);-0,337468;-5,5339;TC (9-2020);-0,336851;-5,1338;AO (8-2003);-0,331578;-5,1914;AO (8-2019);-0,331308;-5,1055;AO (5-2011);0,261095;4,0838;AO (8-2007);0,450185;6,2624;AO (8-2008);0,439467;6,0548;LS (10-1990);0,288109;3,5937;AO (8-1999);0,2429;3,803;AO (8-2012);0,345385;4,8012;AO (8-2013);0,251512;3,4981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;19;364,66204782;-1235,925068614;3,592757017;2509,850137228;2511,88767074;2585,352519853;-4,421280132;0,097880976;0,095613155;0,15306;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;0,155551;0,2081;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,07957;0,7475;1,733365;37,854794;Chi2 with 22 degrees of freedom ;44,505557;0,0031;0,014755;36,233282;42,450738;0,014232;-0,559597;34,697165;-1,908371;273,421252;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,573736;;-0,082738;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,020368417;0,807316922;0,008005886;0;0,157723125;0,993414351;2995,192904579;3032,780456816;0,857391228;0,916787738;0,680263938;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,338639826;0;0,862654339;0,992649473;0,918408388;0,937730098;0,929889706;--.--.--.-t.--.--;None;None;0,214949568;0,860479549;0,430742473;0,000000023;0,980857093;0,45124096;A-.--.--.-t.--.A-;None;None;0,125702888;0,426607148;0,936777795;0,000002569;0,999999812;0,914082991;0,42964608;--.--.--.-t.--.a-;None;None;0;0,76514508;-0,47685591;0;0,057336964;0,000000023;0,279820684;0,000000017;0,003845866;3,572715621;4,192414992;2,725125111;5,549054487;2,179895215;3,629814763;4,666040981;4,617242202;4,026620752;3,6701932;0,674301201;4,862034359;4,385858322;5,66501615;1,270561151;13 terms Henderson moving average;3x3;0,034806747;0,030179642;0,771429047;0,030518568;0,740517014;0,509949956;0,181683732;0,554642682;0,192343111;0,48226524;0,390508705;0,319716369;0,360031609;Good;0;Bad;0,053;Good;Good;Good;0,42;Uncertain;0,019;Severe;0;Good;0,141;Uncertain;0,039;Good;0,917;Good;0,68;Good;0,32;Good;0,36;;;;;;;Severe;0;Severe;0;Good;0,996;Good;0,996;Good;0,991;Good;1;Good;0,986;Good;0,057;Good;0,28;Severe
RF3020;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;0;;;0;0;;;;6;3;2;1;0;;TC (3-2020);-37,940494;-6,9333;AO (2-1997);28,159119;4,3697;AO (5-1991);27,577279;4,1224;LS (4-2000);-19,971884;-4,6239;LS (10-1994);-18,160939;-4,1988;AO (5-2020);-29,607464;-4,4646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;12;-1362,368105168;-1362,368105168;23235,5015716;2748,736210337;2749,557262968;2796,421925679;4,246832883;7,799097406;7,689175097;-0,29606;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;0,013991;0,9098;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,230863;0,3502;1,496774;32,02676;Chi2 with 19 degrees of freedom ;48,338405;0,0002;2,747146;30,598189;46,42606;2,649778;-1,279079;6,475477;-0,352418;5,882371;(3,1,1)(0,1,1);0;3;1;1;0;1;1;0,253399;0,011175;0,096382;;-0,652856;;-0,590187;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,048898094;0,374843105;0,061787573;0;0,520651833;1,006180605;2997,486286818;2864,700526773;0,834092191;0,713490097;0,441513776;0;0;0,000021424;0;0;AT.AT.AT.AT.AT.at;Present;0,019950281;0;0,257678585;0,253200702;0,145784599;0,210460279;0,271105707;--.--.--.--.--.--;None;None;0,006101535;0,253608977;0,680059897;1;0,995302774;0,655527146;--.--.--.--.--.--;None;None;0,017475172;0,674713087;0,739950225;0,979147067;0,999999988;0,978673938;0,522105256;--.--.--.--.--.--;None;None;0,000000298;0,797075947;-0,615052846;0,000000006;0,000002246;0,00006237;0,000281864;0,000108209;0,000189309;6,730213053;10,654827123;3,997468958;3,418158239;4,076104991;4,111447613;5,665550945;2,963674819;4,283415816;4,356796544;3,411004004;2,816927725;4,724812466;6,406695343;3,678108747;23-Henderson;3x5;0,814457302;0,882377986;1,982119488;1,403854112;2,060061859;0,001012417;0,319856384;0,727325594;0,346047681;0,517932904;0,448260315;0,88709364;0,887676473;Good;0;Good;0,002;Good;Bad;Good;0,473;Uncertain;0,031;Bad;0,004;Good;0,387;Good;0,015;Good;0,713;Good;0,442;Good;0,887;Good;0,888;;;;;;;Good;0,979;Good;0,984;Good;0,968;Good;0,937;Good;0,946;Good;0,989;Good;0,833;Severe;0;Severe;0;Severe
RF3030;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;1;;;0;0;;;;1;0;1;0;0;;LS (3-2020);-0,506396;-10,214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;7;392,615405445;-1422,164144744;3,074300022;2858,328289488;2858,619198579;2886,144956771;-4,759529171;0,089128714;0,088445726;0,6395;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,02148;0,862;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;2,903562;0,6964;0,049356;47,464238;Chi2 with 19 degrees of freedom ;48,385024;0,0002;2,304718;45,293023;46,64435;2,223032;0,399712;1,586889;-1,55994;16,709887;(3,1,1)(0,1,1);0;3;1;1;0;1;1;0,109249;-0,032377;-0,083159;;-0,770117;;-0,57342;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,060689181;0,298466519;0,072633624;0;0,547938384;0,979727707;2926,085180732;2977,937885408;0,668852912;0,274743596;0,525224448;0;0;0,005100608;0;0;AT.AT.AT.aT.AT.-t;Present;0,903473474;0;0,471037308;0,315890645;0,519950785;0,603259956;0,454260595;--.A-.--.--.--.--;None;None;0,001228291;0,466349506;0,980663495;1;0,999987404;0,979734066;--.--.--.--.--.--;None;None;0,005294963;0,980026034;0,991855492;1;0,999999842;0,99960943;0,975088203;--.--.--.--.--.--;None;None;0,000001234;0,99990128;-0,566781457;0;0,020322039;0;0,049156202;0,000000104;0,061686338;6,767993789;10,546487104;4,314089288;3,013696877;4,976356469;4,669871776;4,722258255;5,354078484;4,77608827;4,400364893;3,21743659;5,593946937;4,420460017;4,349984454;3,598342948;23-Henderson;3x5;1,143086521;1,274248216;2,265171536;0,488297082;3;0,125635715;0,38172423;0,920300116;0,403341953;0,961679624;0,804282093;1,094624222;1,072423504;Good;0;Good;0,007;Good;Good;Good;0,976;Bad;0;Severe;0;Uncertain;0,04;Good;0,002;Good;0,275;Good;0,525;Bad;1,095;Bad;1,072;;;;;;;Good;1;Good;1;Good;0,982;Good;0,819;Good;0,973;Good;0,951;Good;0,98;Uncertain;0,02;Uncertain;0,049;Severe
RF3091;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;0;;;0;0;;;;5;2;0;3;0;;AO (4-2020);-63,131218;-5,4987;AO (4-2006);-53,502519;-4,6594;TC (3-2004);52,679228;4,5648;TC (2-2000);64,437262;5,2788;TC (2-1999);56,869835;4,6589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;8;-1635,813802414;-1635,813802414;94380,329431611;3287,627604828;3288,002604828;3319,418081723;5,587682077;15,636771581;15,496887107;0,234558;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,021815;0,8599;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;4,103001;0;18,179767;21,115516;Chi2 with 22 degrees of freedom ;56,266139;0,0001;0;20,375451;54,152742;0;-0,799425;8,939837;-0,953654;8,595649;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,568506;;-0,374015;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,07603319;0,775198505;0,032924092;0;0,040517273;0,92467306;3450,743600269;3376,919147036;0,466002788;0,033708799;0,054749803;0;0;0;0;0;AT.AT.AT.At.AT.AT;Present;0;0;0,865852068;1;0,954090967;0,833688947;0,883968601;--.--.a-.--.At.--;None;None;0,000493435;0,865418912;0,923066168;1;0,998900944;0,935650664;--.--.--.--.--.--;None;None;0,004803011;0,921102133;0,97885854;1;0,999999987;0,978124765;0,98019154;--.--.--.--.--.--;None;None;0,000000058;0,976742706;-0,439987975;0,042412591;0,001438504;0,315120915;0,005118727;0,65553838;0,040010418;3,713110983;4,100693653;2,322306828;2,244702741;1,338924673;2,004754817;1,928218101;3,107799656;2,241852374;2,822840736;1,527819925;3,350611743;3,267725205;3,890083892;2,174142351;13 terms Henderson moving average;3x3;0,160585737;0,084593456;0,71073333;0,396741379;0,795437227;0,671077269;0,581754052;0,807264941;0,23597583;0,796539826;0,738278103;0,505344325;0,563929889;Good;0;Good;0,005;Good;Good;Bad;0;Good;0,514;Uncertain;0,011;Good;0,509;Good;0,012;Uncertain;0,034;Uncertain;0,055;Good;0,505;Good;0,564;;;;;;;Good;1;Good;1;Good;0,987;Good;0,962;Good;0,949;Good;1;Good;0,8;Bad;0,001;Bad;0,005;Uncertain
