;Asia * China;Asia * Japon;Asia * India
2018-07-01;102,73754;97,885168;101,022225
2018-08-01;103,529643;99,090288;100,735913
2018-09-01;104,352164;100,735171;100,503658
2018-10-01;105,140107;102,612512;100,256808
2018-11-01;105,776398;104,446648;99,95282
2018-12-01;106,156129;106,023258;99,625634
2019-01-01;106,217476;107,150144;99,331608
2019-02-01;105,904552;107,677199;99,134138
2019-03-01;105,260334;107,521636;99,07711
2019-04-01;104,416168;106,640735;99,195328
2019-05-01;103,513697;105,054306;99,502061
2019-06-01;102,678907;102,884175;99,972536
2019-07-01;102,012671;100,326318;100,543254
2019-08-01;101,594042;97,607806;101,140215
2019-09-01;101,465387;95,008943;101,716781
2019-10-01;101,607138;92,833116;102,228173
2019-11-01;101,95728;91,366278;102,65724
2019-12-01;102,472174;90,846721;102,991229
2020-01-01;103,079281;91,301955;103,197451
2020-02-01;103,708438;92,632123;103,210503
2020-03-01;104,286366;94,636486;102,995037
2020-04-01;104,74481;97,004566;102,524181
2020-05-01;105,053605;99,401852;101,77632
2020-06-01;105,237498;101,554531;100,782157
2020-07-01;105,362683;103,244749;99,613988
2020-08-01;105,469894;104,360404;98,325966
2020-09-01;105,580617;104,882909;96,937243
2020-10-01;105,642157;104,847599;95,512571
2020-11-01;105,602123;104,374775;94,085473
2020-12-01;105,426615;103,572481;92,69005
2021-01-01;105,084249;102,543919;73,139696
2021-02-01;104,577785;101,404064;71,894966
2021-03-01;103,950942;100,242309;70,758056
2021-04-01;103,235998;99,144277;69,723242
2021-05-01;102,45797;98,184011;68,782449
2021-06-01;101,66122;97,385223;67,924751
2021-07-01;100,875731;96,742669;67,140095
2021-08-01;100,146201;96,259042;66,436126
2021-09-01;99,522631;95,929325;65,838068
