;Asia * China;Asia * Japon;Asia * India
2014-12-01;74,365502;80,621274;79,607875
2015-01-01;82,724172;97,206508;106,646933
2015-02-01;85,131916;95,719815;102,12787
2015-03-01;97,232783;105,957575;109,374252
2015-04-01;92,912196;106,875707;105,009555
2015-05-01;82,540024;90,797443;91,1115
2015-06-01;120,175402;121,521455;110,508881
2015-07-01;123,37038;114,035341;101,557978
2015-08-01;115,408254;58,951193;66,674657
2015-09-01;134,700125;115,539373;108,691413
2015-10-01;104,815103;110,281312;106,478953
2015-11-01;90,98554;101,839631;106,862867
2015-12-01;70,004105;81,274648;84,955141
2016-01-01;88,99848;103,970196;104,882724
2016-02-01;95,239625;103,860112;107,750889
2016-03-01;99,479014;111,850565;113,062528
2016-04-01;93,674558;111,861744;107,658611
2016-05-01;87,892414;105,518939;105,670536
2016-06-01;113,739936;106,818623;113,480213
2016-07-01;102,296774;87,164369;99,310322
2016-08-01;110,689489;55,929209;79,553174
2016-09-01;131,309494;100,703195;113,908816
2016-10-01;92,141365;97,611989;111,956297
2016-11-01;90,60113;95,959038;109,620269
2016-12-01;73,929424;69,795297;93,498795
2017-01-01;90,375484;103,258271;118,515612
2017-02-01;92,09036;88,077386;109,379603
2017-03-01;104,097528;111,140741;125,700506
2017-04-01;89,33323;95,6541;105,048979
2017-05-01;105,247861;100,380831;115,149368
2017-06-01;126,220946;107,885348;120,961054
2017-07-01;105,803298;107,033842;100,720643
2017-08-01;120,994368;61,659847;81,144515
2017-09-01;129,42913;107,521588;115,819545
2017-10-01;110,744569;115,485134;120,082523
2017-11-01;94,740072;113,697244;115,219079
2017-12-01;71,026951;76,367446;89,806401
2018-01-01;92,653917;111,044843;112,088319
2018-02-01;96,720925;95,05766;105,765598
2018-03-01;105,244383;104,753669;112,757384
2018-04-01;99,043014;97,861567;104,992599
2018-05-01;93,48566;101,880624;100,031141
2018-06-01;119,644256;107,380697;110,217085
2018-07-01;108,336;112,949154;93,642408
2018-08-01;108,281228;59,795139;82,865503
2018-09-01;117,148654;104,993254;95,741157
2018-10-01;115,24763;121,786046;115,477868
2018-11-01;97,135433;103,957356;102,729336
2018-12-01;80,3383;72,326635;78,584968
2019-01-01;96,887177;114,737632;113,276998
2019-02-01;101,661321;102,825208;100,750106
2019-03-01;107,068727;120,415732;104,974339
2019-04-01;105,177017;113,644526;102,564143
2019-05-01;99,658699;110,673994;100,020371
2019-06-01;110,44613;98,359314;94,255076
2019-07-01;120,02657;125,239999;90,069111
2019-08-01;100,065594;52,108495;81,71542
2019-09-01;116,725328;109,219142;106,353543
2019-10-01;123,154559;104,587728;114,094755
2019-11-01;91,917665;80,684933;102,214402
2019-12-01;75,651094;60,5611;86,312826
2020-01-01;99,021949;87,977687;113,316117
2020-02-01;98,570093;100,014992;104,771603
2020-03-01;103,403098;65,295076;75,853072
2020-04-01;105,418607;40,10365;50,040052
2020-05-01;100,663893;64,351499;49,314162
2020-06-01;119,41969;100,490021;84,187883
2020-07-01;114,460635;114,195364;76,393559
2020-08-01;106,383163;59,905524;63,068947
2020-09-01;125,146049;111,322842;94,856563
2020-10-01;115,06497;105,343849;93,796504
2020-11-01;92,190971;91,49956;87,258665
2020-12-01;79,885471;76,390912;67,592547
2021-01-01;96,750041;92,781268;83,337456
2021-02-01;98,665997;98,069286;76,324979
2021-03-01;113,005813;113,405877;77,797263
2021-04-01;105,696066;107,601298;76,754093
2021-05-01;99,337181;100,310258;66,234537
2021-06-01;110,855379;115,298352;71,310533
2021-07-01;97,934056;113,937282;57,601293
2021-08-01;100,239673;56,532607;48,420662
2021-09-01;121,883032;101,384659;67,444368
