;France;Spain;Greece
2006-11-30;;1135,295543;188,657447
2006-12-31;;1064,628543;194,954979
2007-01-31;;1047,34638;187,244294
2007-02-28;;1062,694292;180,852593
2007-03-31;;1099,84642;195,83375
2007-04-30;;660,032944;190,83748
2007-05-31;;1022,933175;187,317467
2007-06-30;;1159,897652;174,655832
2007-07-31;;1121,345138;186,610534
2007-08-31;;1096,344433;189,528513
2007-09-30;;1141,404477;186,362616
2007-10-31;;1198,488797;197,893084
2007-11-30;;972,688843;193,480953
2007-12-31;;986,897207;180,064459
2008-01-31;;1028,304167;205,114362
2008-02-29;;1003,300108;203,448874
2008-03-31;;1057,922;176,998574
2008-04-30;;1062,582696;199,734871
2008-05-31;;1019,304094;180,216596
2008-06-30;;1040,091266;183,574678
2008-07-31;;1010,905977;191,321257
2008-08-31;;972,365698;186,270661
2008-09-30;;726,689485;172,99768
2008-10-31;;675,546069;188,142417
2008-11-30;;1021,606648;167,005819
2008-12-31;;1030,015254;148,607425
2009-01-31;;965,165443;141,260718
2009-02-28;;976,193604;162,194845
2009-03-31;;993,608486;155,6455
2009-04-30;;993,649326;155,096691
2009-05-31;;947,175033;155,045807
2009-06-30;;944,895774;156,064352
2009-07-31;;944,560181;163,606151
2009-08-31;;893,183258;150,034645
2009-09-30;;960,994909;160,019128
2009-10-31;;984,554168;152,510732
2009-11-30;;849,277405;146,809998
2009-12-31;;784,987894;148,975289
2010-01-31;;833,038933;126,640391
2010-02-28;;822,843279;156,9453
2010-03-31;;912,956875;161,423156
2010-04-30;;762,738179;158,615027
2010-05-31;;816,056144;157,026827
2010-06-30;;740,800059;171,026323
2010-07-31;;859,427192;165,243348
2010-08-31;;837,659049;169,903294
2010-09-30;;853,21021;169,559886
2010-10-31;;799,39939;150,635409
2010-11-30;;1003,120155;160,932052
2010-12-31;;804,678238;155,053517
2011-01-31;;801,004915;166,661478
2011-02-28;;735,777938;167,737752
2011-03-31;;553,678191;184,069052
2011-04-30;;537,472519;156,856578
2011-05-31;;661,507226;170,795878
2011-06-30;;717,966519;145,878388
2011-07-31;;695,633857;160,92678
2011-08-31;;669,431984;167,24945
2011-09-30;;474,565874;156,395842
2011-10-31;;737,464146;154,857653
2011-11-30;;653,905159;158,974658
2011-12-31;;662,680876;140,645778
2012-01-31;98,513877;643,419923;164,969126
