;Europe * France;Europe * Spain;Europe * Greece;Asia * China;Asia * Japon;Asia * India
1999-08-01;1,010032;1,064611;-43,701452;1,098055;-47,804245;-49,547358
1999-09-01;0,995877;1,006153;26,389421;1,243381;9,657083;3,065707
1999-10-01;1,034638;1,061707;20,149737;0,996248;6,584884;10,78044
1999-11-01;0,981963;1,025193;-4,162513;0,902771;-3,710325;2,745115
1999-12-01;1,026116;1,061458;-33,407193;0,754438;-27,018434;-12,9431
2000-01-01;1,01507;1,035122;-6,121155;0,836238;-2,171093;2,506844
2000-02-01;0,928798;0,969321;-5,960937;0,913962;6,728602;11,428245
2000-03-01;1,024956;1,053761;19,064053;1,047689;23,485295;7,931416
2000-04-01;0,972842;0,967017;3,898573;0,926435;1,657605;1,347986
2000-05-01;1,021351;0,939778;-1,197997;1,013741;7,887655;3,465279
2000-06-01;0,972693;0,822314;12,477805;1,191122;18,595751;15,660453
2000-07-01;1,016717;1,012362;14,441349;1,073301;5,371825;5,946592
2000-08-01;1,01052;1,070302;-41,260988;1,130854;-45,904813;-44,275383
2000-09-01;0,993965;1,015308;24,517592;1,189624;5,407875;0,229384
2000-10-01;1,034389;1,048609;17,440135;1,02942;11,157957;13,310329
2000-11-01;0,980391;0,991063;-5,608867;0,902997;-3,403049;1,813956
2000-12-01;1,023774;1,053444;-37,065422;0,705456;-36,929929;-19,372574
2001-01-01;1,013969;1,031659;-4,641381;0,904603;7,491179;7,510614
2001-02-01;0,929269;0,971222;-3,137469;0,907911;6,22111;5,131798
2001-03-01;1,027408;1,054705;18,954951;1,014825;20,654262;5,547609
2001-04-01;0,97614;0,966665;6,954615;0,960181;6,295535;4,186728
2001-05-01;1,028759;0,96858;0,000501;1,009266;6,517877;2,749064
2001-06-01;0,973641;0,851534;11,508994;1,152272;14,293921;13,323872
2001-07-01;1,010894;1,006672;13,94619;1,110193;10,412943;8,356677
2001-08-01;1,009917;1,064876;-39,655661;1,122936;-48,155584;-41,613369
2001-09-01;0,990146;1,016438;22,087258;1,139658;1,630532;-2,606225
2001-10-01;1,032223;1,034329;15,134473;1,064501;16,236506;15,734448
2001-11-01;0,981191;0,95603;-6,070352;0,903137;-3,000407;1,048458
2001-12-01;1,024804;1,050245;-39,325447;0,70653;-38,379585;-20,869908
2002-01-01;1,012486;1,035082;-2,754766;0,914515;7,459451;7,374007
2002-02-01;0,928673;0,965508;-0,886321;0,911547;6,555128;5,364538
