;Europe * France;Europe * Spain;Europe * Greece;Asia * China;Asia * Japon;Asia * India;Africa * Gabon;Africa * Cameroun;Africa * Guinée equatoriale;Africa * Namibie;Africa * Ethiopie;North America * USA;North America * Canada
1994-12-01;0,998713;0,9883;-4,20375;0,009268;4,417708;3,054019;1,008809;-0,075918;1;1,031659;9,037399;1,404947;1,010499
1995-01-01;0,989008;1,03413;1,662902;5,011143;2,507765;4,28115;0,979945;0,795419;1;0,993309;-0,736224;1,027392;1,03171
1995-02-01;0,990971;0,997759;-3,679631;-4,632314;0,085676;-1,084597;0,9895;1,412645;1;0,992689;1,963022;0,947553;0,972549
1995-03-01;1,016562;0,9796;0,039705;2,742869;-1,658872;1,035785;1,074893;3,219056;1;1,022908;-2,394315;0,927856;1,036131
1995-04-01;0,991599;0,979337;-1,076914;-7,660641;-15,9896;-4,37068;0,939858;-1,245078;1;0,983156;-7,946683;0,951391;0,889129
1995-05-01;1,001858;1,086536;8,363745;1,037772;1,304043;1,37068;1,01318;-0,348473;1;0,999464;1,50605;1,060714;1,044986
1995-06-01;1,012854;0,641133;5,779519;1,713683;-1,570757;0,719195;1,011165;0,333469;1;0,980548;0,813219;0,982294;0,980649
1995-07-01;0,984758;0,674071;-10,684166;1,358843;-3,705138;0,090643;0,98284;-0,164958;1;0,986824;1,921918;1,039962;0,925932
1995-08-01;1,005245;0,959593;4,234143;13,828797;4,701484;-2,999785;1,018176;-0,367066;1;1,144173;2,511932;1,043868;1,209007
1995-09-01;0,993205;1,103374;4,306333;-2,743723;-0,829171;0,883564;1,016348;-0,744179;1;1,018732;-1,434861;0,990054;0,880291
1995-10-01;1,014147;1,021481;-6,964452;-0,689187;-4,711603;1,443923;0,980484;0,855798;1;0,980658;1,468132;0,966013;1,029357
1995-11-01;1,100782;0,994583;8,405648;3,668966;4,902331;2,471645;0,972012;0,450694;1;1,024938;5,316654;1,092895;1,136466
1995-12-01;0,990285;0,967214;-18,595826;0,534047;1,1334;-6,796078;0,897215;-0,386488;1;1,132419;2,222299;0,883839;0,794471
1996-01-01;1,012068;0,994066;7,163207;0,481878;2,308482;-0,388226;1,042577;0,197469;1;1,019383;-7,014667;1,011951;1,011423
1996-02-01;0,995743;1,006636;4,311854;-2,786495;-5,8934;2,80187;1,109352;0,049155;1;0,987907;-3,537773;0,999069;1,01297
1996-03-01;0,986238;1,039301;-23,210637;-1,989459;-3,853146;-3,766736;0,978812;-0,408607;1;0,934872;2,665474;0,975208;0,941638
1996-04-01;1,008943;1,019488;0,459306;-2,825094;3,014284;0,644186;1,056705;-0,026185;1;1,00259;0,134913;0,977363;0,966694
1996-05-01;1,001296;1,158041;0,309374;4,59425;2,709263;-0,180955;1,000701;0,315806;1;1,036184;-0,112494;1,05389;1,053085
1996-06-01;0,997594;0,946338;-12,970502;-1,160549;-2,216398;-6,353168;0,940009;0,419081;1;0,994525;-3,491426;0,98246;0,9661
1996-07-01;1,005092;0,614046;11,710242;13,711304;15,99146;0,179454;1,018635;-0,699596;1;1,002056;-4,123408;1,013499;1,010875
1996-08-01;1,015826;0,96847;0,148425;2,141247;-2,156729;5,598846;1,296307;0,876109;1;0,986925;3,859716;1,022511;1,084238
1996-09-01;0,99658;1,162929;-6,704545;-3,02602;0,256514;-1,765366;0,99586;-0,033585;1;0,970756;2,628668;0,947629;0,986107
1996-10-01;0,984741;1,049239;17,408848;8,037129;5,598735;1,857683;1,004516;-0,781914;1;1,07228;9,226212;1,024271;1,012809
1996-11-01;1,004268;1,013987;-6,1143;1,044607;-1,707868;-1,796137;0,983127;0,028428;1;0,992178;2,39171;1,050706;1,003596
1996-12-01;1,000797;1,002807;5,076784;-17,473366;-0,739773;1,679928;0,884585;0,883522;1;1,019392;-10,809287;0,847524;0,997339
1997-01-01;0,99299;0,992585;-0,770067;-3,788736;-11,607668;-2,413075;1,036746;-0,536369;1;0,998662;-20,548372;1,004815;0,971817
1997-02-01;1,024912;0,975501;7,576643;-0,304707;0,811398;0,367559;1,041342;-0,945166;1;0,982266;33,273192;1,045979;0,977934
1997-03-01;0,997752;0,982542;-8,675397;0,950683;-14,935655;-1,739136;0,933876;-3,149222;1;0,824205;2,616528;0,927022;0,936731
1997-04-01;1,006472;1,001916;48,093789;10,630445;6,074767;2,006974;1,165132;0,749068;1;1,024616;4,646759;1,058564;1,112611
1997-05-01;0,994133;0,998432;-5,465945;2,027084;-1,184139;-0,908893;0,930602;0,025477;1;1,023404;-7,201592;0,987311;0,971534
1997-06-01;0,97195;1,051242;0,452818;-0,355619;-2,974735;2,269577;0,986729;-0,992698;1;0,988996;2,820254;0,970323;1,037147
1997-07-01;1,009267;1,01581;-0,153639;-8,459869;4,921444;0,366979;1,030968;1,288358;1;0,994339;11,373864;1,029542;1,063174
1997-08-01;0,984134;0,981896;-10,134642;-8,408168;-2,810546;-2,927717;0,998749;0,079195;1;0,984549;1,443146;1,002638;0,966034
1997-09-01;1,002378;0,991878;4,890723;12,635712;5,527008;-0,195542;0,9948;0,382723;1;1,014851;3,383999;1,00107;1,016119
1997-10-01;1,008893;0,973252;9,109273;5,692094;5,729437;2,202114;1,011714;-0,152332;1;1,006466;-7,535449;1,016096;1,010338
1997-11-01;0,991096;0,97709;3,300369;-6,524792;-4,106877;-1,883415;0,840037;0,005727;1;0,961467;-8,897003;0,897942;0,937156
1997-12-01;1,015374;1,030838;5,985632;4,544033;-2,257438;0,560503;1,143751;0,470099;1;0,999154;-18,162832;1,025803;0,981174
1998-01-01;0,999441;1,017074;-8,819821;3,49764;0,461743;0,985502;0,972959;-0,429039;1;1,015869;5,591545;0,97911;1,033542
1998-02-01;0,998901;1,011906;-4,6396;1,63122;1,063589;-1,855884;1,012496;-0,888418;1;1,032234;8,859278;1,016536;1,051556
1998-03-01;1,003448;0,916324;9,073572;-2,427362;-1,307351;2,973048;1,004983;-2,821049;1;1,022679;-0,442815;1,015145;1,032042
1998-04-01;1,001895;1,068823;-1,087003;-0,43961;-4,999297;0,214993;1,018226;1,279395;1;0,949382;-3,887588;0,973224;0,981649
1998-05-01;0,995132;0,914929;-27,858808;-4,175142;-4,962491;-2,845033;0,949492;0,219886;1;0,958257;2,92052;0,961978;0,93679
1998-06-01;0,990094;0,969412;-1,350904;0,887724;2,582081;-0,520685;1,041918;0,177955;1;1,023072;3,242949;1,005727;1,022546
1998-07-01;1,012116;1,040259;3,443194;1,519198;6,033903;2,881044;0,983911;0,442933;1;1,066367;-4,429228;1,033532;0,988615
1998-08-01;0,99401;1,010756;-3,779062;0,521719;0,644198;-8,978071;1,00692;-1,044568;1;0,904722;-3,802981;1,014997;1,042373
1998-09-01;1,001399;0,98167;22,77919;3,736898;1,780908;1,962492;1,009224;0,506904;1;1,04278;-4,950819;1,087614;0,999146
1998-10-01;0,997565;1,006262;-32,795804;-3,33482;-1,833747;-1,416142;0,9776;0,100771;1;1,006573;-3,324653;0,975758;0,907202
1998-11-01;1,048135;1,030775;1,690368;-1,109088;1,385991;1,693186;1,01411;-0,138819;1;0,974612;4,873414;0,939233;0,983769
1998-12-01;1,005382;0,999633;5,465825;0,671435;1,59061;0,27806;1,020311;0,173704;1;1,012064;5,358696;1,018917;1,022171
1999-01-01;1,001749;0,963071;-7,511702;-3,005791;-5,783737;-1,358563;0,962203;0,121897;1;0,885026;0,527436;0,969718;0,987752
1999-02-01;1,002222;0,984972;-7,231361;-2,370021;-6,222388;-5,075179;0,993055;-0,028561;1;1,028211;3,89563;0,973875;0,964301
1999-03-01;1,003224;1,112946;-0,604585;2,761567;3,290767;-2,361802;1,036042;-0,697461;1;1,043638;-2,347624;1,037551;1,011998
1999-04-01;0,99012;0,961613;5,141212;9,158288;2,282763;3,359775;0,980518;13,237698;1;1,022396;25,61136;1,092518;1,038605
1999-05-01;0,886616;0,414889;-3,034669;-1,563;2,804075;1,165575;0,989629;11,047069;1;0,927035;-4,018185;0,977212;1,034665
1999-06-01;0,994484;0,999136;10,086322;-0,511456;12,839894;1,240081;1,02801;12,170287;1;1,015761;20,969639;1,011865;0,964305
1999-07-01;1,006165;1,116513;-0,64059;-2,910753;-3,562099;0,116036;0,996992;2,722274;1;0,909141;-1,7323;0,958953;0,954296
1999-08-01;1,006168;0,999137;5,49148;2,106334;1,579206;-11,489624;1,01061;-1,389102;1;1,079366;-3,318351;1,013669;1,054361
1999-09-01;0,99368;1,023911;26,928665;4,023031;-0,496861;0,000563;0,971353;1,143081;1;1,035326;-5,176989;0,990082;0,979678
1999-10-01;1,006726;1,00971;-7,440705;-4,343191;-6,022354;-2,084736;0,995044;4,499494;1;0,947982;7,693536;0,963859;0,971089
1999-11-01;1,002113;1,00513;-5,077507;3,836088;-1,66556;0,409824;1,004132;2,277584;1;1,045916;-9,34811;1,035334;1,033077
1999-12-01;0,897027;0,958369;6,731962;-8,683668;4,507737;8,684346;1,00923;0,545304;1;0,896753;7,435386;0,962071;1,120653
2000-01-01;0,926164;0,994403;0,857083;-1,41881;-1,230435;-2,40687;0,988155;-0,07036;1;1,035248;-21,811694;1,004566;0,988054
2000-02-01;0,96583;1,046608;-0,783328;4,820745;6,262924;3,927588;1,013021;0,231287;1;0,923721;16,526069;1,013388;1,019333
2000-03-01;0,939401;1,010796;2,844063;-1,929278;1,589227;3,490258;1,077615;1,860253;1;0,953796;-2,802383;1,047955;1,028234
2000-04-01;0,849446;0,991974;-22,526537;-8,742296;-11,417528;-4,547496;0,951112;-0,298635;1;1,052982;7,018003;0,918285;0,928164
2000-05-01;0,897767;0,862157;3,507555;14,002508;14,463334;7,547151;1,110855;-0,460619;1;1,09248;-3,293493;1,04771;1,214222
2000-06-01;0,956536;0,535157;-4,43064;1,766215;-2,397306;-2,703096;0,950908;0,748321;1;1,009547;1,372062;1,016868;0,990661
2000-07-01;0,941863;0,979896;-6,946076;4,049675;-4,196602;-3,8774;0,90506;0,01883;1;0,933437;-3,580366;0,947196;0,876259
2000-08-01;0,996462;1,045912;26,162867;0,722824;0,442337;2,419516;1,042293;-2,574991;1;0,858501;1,340672;1,006878;0,93577
2000-09-01;0,978923;0,979484;3,701731;-4,408437;-3,048712;-0,622252;1,063588;-1,209665;1;0,997291;-2,028572;0,972311;0,971512
2000-10-01;0,9674;1,001395;7,532955;0,702122;-1,913167;-0,101042;0,97859;2,837961;1;1,022285;1,781312;0,995359;1,023812
2000-11-01;0,961724;1,026582;5,873341;-1,202064;3,843584;1,42545;0,988412;-0,029862;1;1,020111;1,186932;1,061367;1,038156
2000-12-01;1,003565;1,004821;-18,972032;4,483588;-1,642183;-0,731157;0,979504;-2,116466;1;0,980636;1,223314;1,031706;1,024686
2001-01-01;0,998945;1,008298;4,092768;-4,316794;8,134161;2,688177;1,02402;3,075583;1;0,993742;7,001589;0,99737;1,003601
2001-02-01;0,99252;0,960958;-4,65635;-0,571822;0,691196;1,198859;0,989075;3,554777;1;1,005118;-2,985495;0,982404;1,021744
2001-03-01;0,989965;0,995525;2,942121;4,615352;-1,727588;1,385777;1,025058;6,878532;1;1,056551;-2,112117;1,011861;1,040223
2001-04-01;0,996262;1,003289;-33,038116;-4,205958;-9,007607;-3,637079;0,948404;-1,262741;1;0,963765;-6,660726;0,903406;0,956933
2001-05-01;1,002111;1,011812;-6,021386;3,88263;7,174134;1,188135;1,052415;-1,437941;1;0,969217;-0,716326;0,984379;0,961811
2001-06-01;0,999675;1,129234;3,543448;-6,655484;-3,363387;0,494598;1,01089;-0,628846;1;0,994865;-2,899193;1,028286;0,972508
2001-07-01;0,992686;0,982342;4,249379;-0,03337;1,462859;-2,208429;0,982595;1,320015;1;1,077693;4,076346;1,019789;0,969801
2001-08-01;1,002762;0,992097;2,698475;8,56889;2,741819;8,232443;0,997448;-0,542611;1;0,943839;8,143815;1,05926;1,023513
2001-09-01;1,006872;0,999492;0,344493;-4,820123;-1,564328;-0,082753;0,970521;2,375132;1;0,941956;-3,341711;0,996034;0,991533
2001-10-01;1,004975;1,012766;-4,888398;3,471809;-0,976291;2,252112;1,032498;-1,236326;1;1,046;-4,250665;1,015971;1,042138
2001-11-01;0,993644;0,823048;-0,989274;1,800804;14,128448;1,182416;0,994556;-0,797954;1;1,039858;21,401076;0,969176;1,042721
2001-12-01;0,982901;0,79739;-6,352628;-1,424571;-3,235383;-1,543495;0,855096;-0,534124;1;0,918018;-20,168103;0,793027;0,939576
2002-01-01;1,011236;1,078971;1,803806;4,338987;2,610063;-2,673455;1,015434;0,320199;1;1,004144;16,235921;1,0617;1,015565
2002-02-01;0,991383;1,042557;9,028768;-3,373473;-1,690304;-0,970838;1,021256;0,379329;1;1,089282;-3,545544;0,964822;0,975758
2002-03-01;1,032801;0,997983;-9,590457;0,595954;-2,013098;-0,196702;0,932038;-1,843473;1;1,010399;8,565527;0,966639;0,983224
2002-04-01;1,045423;0,951369;1,314464;1,068526;6,092249;-0,804915;1,023866;3,223734;1;0,96643;-2,626345;0,924113;1,007911
2002-05-01;0,994304;1,01598;12,93929;-3,16739;-3,152733;-1,169524;0,98642;0,485898;1;1,006409;3,266682;0,989461;1,015389
2002-06-01;0,991372;1,098261;-5,547804;-1,770424;-0,657954;1,047082;0,990783;-0,401915;1;0,980031;-1,740635;1,062854;1,050314
2002-07-01;0,993995;1,017312;1,468998;1,794046;21,116959;4,618612;1,051302;-1,581449;1;1,071199;0,097109;1,027138;1,030726
2002-08-01;0,997523;0,986017;2,191198;-9,060778;-1,213793;0,091189;0,989192;2,768347;1;0,817803;-6,129628;1,033;0,933445
2002-09-01;1,005977;1,022985;-4,273218;3,253083;-4,114695;2,107338;0,990849;-1,462155;1;0,997124;3,175706;1,023751;1,046147
2002-10-01;1,011796;0,954977;1,960681;14,345015;8,187199;-0,997587;0,99735;-0,048956;1,000001;0,981075;-1,375343;0,99516;1,000247
2002-11-01;1,014579;0,948223;-6,314014;2,616809;-1,5046;-4,614116;1,00603;-0,014844;1,000001;0,956268;4,588166;0,95464;0,960376
2002-12-01;0,982486;1,048623;-7,574264;-3,577316;-2,291307;0,377362;0,959958;0,206905;1;1,008156;-4,700681;0,808333;0,944409
2003-01-01;0,969708;1,022813;2,763691;2,28381;-3,656772;2,950364;1,008844;0,031363;1;1,031754;5,209301;1,047561;1,015368
2003-02-01;0,991888;0,986075;2,967433;-0,455552;2,289792;0,206647;1,009603;-0,301117;0,999999;1,029615;-2,357997;1,058028;1,043073
